,Title,Genre,Time,Age,Actor,Area,Place,Period,Tag,URL
7339,어린이뮤지컬 “인어공주” - 광주,뮤지컬,60분,전체관람가,,광주시,롯데마트 월드컵점(풍암동) 3층 레미 어린이극장,2016.07.26 ~ 2016.08.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008852
7340,뮤지컬 “구름빵 동요콘서트” - 불광괜찮은홀,뮤지컬,55분(인터미션:5분),전체관람가,,서울,"빅마켓(구,롯데마트 금천점)3층 레미어린이극장",2016.07.26 ~ 2016.08.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008821
7341,어린이뮤지컬 “피터팬과후크선장” - 광주,뮤지컬,55분,전체관람가,,광주시,롯데마트 수완점 4층 어린이극장,2016.07.26 ~ 2016.08.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008941
7342,어린이뮤지컬 “신데렐라” - 울산,뮤지컬,55분,전체관람가,,울산시,울산 레미어린이극장,2016.07.26 ~ 2016.08.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008668
7343,가족뮤지컬 “사과가 쿵” - 강서괜찮은홀,뮤지컬,50분,전체관람가,,서울,강서 괜찮은홀,2016.07.25 ~ 2016.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007842
7344,뮤지컬 “브레멘음악대” - 야탑NC홀,뮤지컬,50분,전체관람가,,경기,야탑NC홀,2016.07.25 ~ 2016.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008727
7345,뮤지컬 “구름빵 동요콘서트” - 안산NC홀,뮤지컬,50분,24개월이상 관람가능,,경기,안산NC홀,2016.07.25 ~ 2016.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008726
7346,가족뮤지컬 “아기양과늑대” - 이천NC홀,뮤지컬,50분,전체관람가,,경기,이천NC홀,2016.07.25 ~ 2016.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007854
7347,가족뮤지컬 “인어공주” - 분당괜찮은홀,뮤지컬,50분,24개월이상 관람가능,,경기,분당 괜찮은홀,2016.07.25 ~ 2016.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007845
7348,“2016년” 특선가족뮤지컬 인어공주 - 울산,뮤지컬,60분,전체관람가,,울산시,울산북구문화예술회관,2016.07.24 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007311
7349,가족뮤지컬［피터팬-라스베가스플라잉기술팀내한］,뮤지컬,100분(인터미션:10분),24개월이상 관람가능,"서정, 백주연",서울,KBS아레나홀,2016.07.23 ~ 2016.08.01,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007137
7350,패밀리쇼! 뮤지컬 〈캐리와 장난감 친구들〉 - 대전,뮤지컬,60분,12개월이상 관람가능,,대전시,대전 우송예술회관,2016.07.23 ~ 2016.07.24,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006421
7351,어린이가족뮤지컬 “뉴 겨울왕국” - 대구,뮤지컬,65분,24개월이상 관람가능,,대구시,대구아양아트센터,2016.07.23 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006620
7352,（2016 어린이율동놀이뮤지컬）호비쇼 - 부천,뮤지컬,50분,전체관람가,,경기,부천 시민회관 대공연장,2016.07.23 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006529
7353,2016가족뮤지컬 “인어공주” - 인천,뮤지컬,60분,24개월이상 관람가능,,인천시,인천종합문화예술회관 소공연장,2016.07.23 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007974
7354,가족 뮤지컬 〈뽀로로와 노래해요〉 - 안동,뮤지컬,60분,20개월이상 관람가능,,경북,안동시민회관 소공연장,2016.07.23 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006173
7355,2016가족뮤지컬 “백설공주” - 제주,뮤지컬,60분,24개월이상 관람가능,,제주,설문대여성문화센터,2016.07.23 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007496
7356,뮤지컬 〈총각네 야채가게〉 -수원,뮤지컬,100분,만 12세이상,"박정표, 이승현, 전민준, 손유동, 김현진, 차청화, 허은미",경기,수원SK아트리움 대공연장,2016.07.23 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008195
7357,국악체험뮤지컬 얼씨구나，용궁가자！,뮤지컬,50분,24개월이상 관람가능,,서울,창동문화체육센터 소공연장,2016.07.23 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008706
7358,“2016년” 특선가족뮤지컬 겨울왕국 - 부산,뮤지컬,50분,전체관람가,,부산시,부산문화회관 중극장,2016.07.23 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007309
7359,뮤지컬〈빈센트 반 고흐〉- 원주공연,뮤지컬,100분,만 11세이상,"김경수, 김보강, 김태훈, 박유덕",강원,원주치악예술관,2016.07.22 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006660
7360,어린이뮤지컬 “인어공주” - 서울금천,뮤지컬,55분(인터미션:5분),만 7세이상,"박유덕, 안재영, 김경수, 정동화, 이범재, 임수찬, 유승범",서울,동숭아트센터 동숭홀,2016.07.26 ~ 2016.08.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007439
7361,뮤지컬 페스트,뮤지컬,170분(인터미션:15분),미취학아동입장불가,"김다현, 손호영, 박은석, 김도현, 윤형렬, 오소연, 린지, 김수용, 조휘, 조형균, 정민, 박준희, 황석정, 김은정, 이정한, 김주연, 권상석, 이슬기, 조병준, 최윤우",서울,LG아트센터,2016.07.20 ~ 2016.10.02,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005697
7362,여름방학 특선 어린이 뮤지컬 “신데렐라” - 대전,뮤지컬,60분,전체관람가,,대전시,조이마루아트홀,2016.07.20 ~ 2016.08.15,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008501
7363,어린이뮤지컬〈알라딘과요술램프〉 - 대구,뮤지컬,55분,전체관람가,,대구시,대백프라자 10층 프라임홀,2016.07.20 ~ 2016.07.31,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007048
7364,뮤지컬〈키다리 아저씨〉,뮤지컬,135분(인터미션:15분),만 7세이상,"신성록, 송원근, 강동호, 이지숙, 유리아",서울,대명문화공장 1관 비발디파크홀,2016.07.19 ~ 2016.10.03,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007301
7365,뮤지컬 위키드（Musical Wicked）- 1565티켓,뮤지컬,170분(인터미션:20분),미취학아동입장불가,"차지연, 박혜나, 정선아, 아이비, 민우혁, 고은성, 남경주, 이상준, 이소유(이정화), 김영주, 지혜근, 이예은, 이우종, 권민우, 이준화, 김시영, 함도윤, 백두산, 이우승, 송임규",서울,예술의전당 오페라극장,2016.07.19 ~ 2016.08.14,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008080
7366,피아노 뮤지컬 듀오 워비앤패럴,클래식/오페라,100분(인터미션:15분),만 7세이상,,서울,세종문화회관 M씨어터,2016.07.19 ~ 2016.07.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005797
7367,뮤지컬 “장화신은고양이” - 구로키즈홀,뮤지컬,50분,24개월이상 관람가능,,서울,구로키즈홀,2016.07.18 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007853
7368,가족뮤지컬 “인어공주” - 불광괜찮은홀,뮤지컬,50분,24개월이상 관람가능,,서울,불광 괜찮은홀,2016.07.18 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007848
7369,가족뮤지컬 “사과가 쿵” - 중계괜찮은홀,뮤지컬,50분,전체관람가,,서울,중계 괜찮은홀,2016.07.18 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007844
7370,뮤지컬 “브레멘음악대” - 안산NC홀,뮤지컬,50분,24개월이상 관람가능,,경기,안산NC홀,2016.07.18 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007856
7371,뮤지컬 “헨젤과그레텔” - 분당괜찮은홀,뮤지컬,50분,24개월이상 관람가능,,경기,분당 괜찮은홀,2016.07.18 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007850
7372,초특급 애니 뮤지컬 〈로보카폴리〉,뮤지컬,75분,12개월이상 관람가능,,서울,더케이아트홀,2016.07.17 ~ 2016.08.28,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005184
7373,“2016년” 특선가족뮤지컬 인어공주 - 목포,뮤지컬,50분,전체관람가,,전남,목포문화예술회관 대공연장,2016.07.17 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006153
7374,가족뮤지컬 정글북,뮤지컬,60분,24개월이상 관람가능,,서울,대학로 울씨어터,2016.07.16 ~ 2016.08.28,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008200
7375,（창원）가족뮤지컬 몽키매직쇼,뮤지컬,50분,전체관람가,,경남,남창원농협농수산물종합유통센터,2016.07.16 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007644
7376,패밀리쇼! 뮤지컬 〈캐리와 장난감 친구들〉_광주,뮤지컬,60분,12개월이상 관람가능,,광주시,광주 조선대학교 해오름관,2016.07.16 ~ 2016.07.17,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006464
7377,"가족뮤지컬 〈뽀로로와 노래해요〉 - 파주,일산",뮤지컬,60분,20개월이상 관람가능,,경기,운정행복센터 대공연장,2016.07.16 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006624
7378,가족뮤지컬 “알라딘”-성남,뮤지컬,50분,24개월이상 관람가능,,경기,성남아트센터 앙상블시어터,2016.07.16 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006628
7379,（2016 어린이율동놀이뮤지컬） 호비쇼 - 성남,뮤지컬,50분,전체관람가,,경기,한국잡월드 나래울극장,2016.07.16 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006996
7380,뮤지컬〈라흐마니노프〉,뮤지컬,90분,만 7세이상,"박유덕, 안재영, 김경수, 정동화, 이범재, 임수찬, 유승범",서울,울산중구문화의전당,2016.07.21 ~ 2016.08.25,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006619
7381,프린세스 공주 뮤지컬쇼 - 강릉,뮤지컬,60분,24개월이상 관람가능,,강원,강릉단오문화관,2016.07.16 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005250
7382,가족뮤지컬 해와 달이 된 오누이 - 인천,뮤지컬,50분,24개월이상 관람가능,,인천시,인천 검단복지회관,2016.07.16 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008393
7383,뮤지컬 ‘퍼펙트맨’ - 순천시립극단,뮤지컬,120분,만 13세이상,,경북,경주예술의전당 소공연장(원화홀),2016.07.16 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007232
7384,가족뮤지컬 “인어공주” - 익산,뮤지컬,60분(인터미션:60분),24개월이상 관람가능,,전북,익산 솜리문화예술회관 중공연장,2016.07.16 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006649
7385,뮤지컬 〈잭더리퍼〉,뮤지컬,145분(인터미션:15분),만 7세이상,"류정한, 엄기준, 카이, 김준현, 박민성, 조성윤, 이창희, 테이, 정의욱, 김대종, 김보경, 김예원, 정단영, 황장호, 김태원, 강동석, 배나라, 최아준, 양성령, 임동섭",서울,디큐브아트센터,2016.07.15 ~ 2016.10.09,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006180
7386,뮤지컬 Why？ 2탄 ‘발명 도둑을 잡아랏!’,뮤지컬,70분,36개월이상 관람가능,"김영민, 김초록, 신혜진, 이용헌, 이예린, 임재현, 김아린",서울,국립중앙박물관 극장 용,2016.07.15 ~ 2016.08.28,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006643
7387,뮤지컬 ‘터닝메카드’ - 서울 앵콜,뮤지컬,70분,24개월이상 관람가능,,서울,올림픽공원 우리금융아트홀,2016.07.15 ~ 2016.08.21,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006785
7388,뮤지컬 ‘전우치’ - 광주시립극단,뮤지컬,60분,36개월이상 관람가능,,경북,경주예술의전당 대공연장,2016.07.15 ~ 2016.07.15,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007233
7389,뮤지컬〈한여름 밤의 꿈〉,뮤지컬,100분,전체관람가,,서울,동덕여대 공연예술센터(대학로),2016.07.14 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007487
7390,수원시립공연단 제3회 정기공연 창작뮤지컬 〈정조〉,뮤지컬,150분(인터미션:15분),만 7세이상,"박성환, 최형석, 방선혁, 이양훈, 김하민, 이동근, 이경, 박예지",경기,수원SK아트리움 대공연장,2016.07.13 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007034
7391,뮤지컬 위키드 (Musical Wicked),뮤지컬,170분(인터미션:20분),미취학아동입장불가,"차지연, 박혜나, 정선아, 아이비, 민우혁, 고은성, 남경주, 이상준, 이소유, 김영주, 지혜근, 이예은, 이우종, 권민우, 이준화, 김시영, 함도윤, 백두산, 이우승, 송임규",서울,예술의전당 오페라극장,2016.07.12 ~ 2016.08.28,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=S0008644
7392,가족뮤지컬 〈오리지널 어린이캣-CAT〉 - 과천,뮤지컬,70분,36개월이상 관람가능,강영수,경기,국립과천과학관 어울림홀,2016.07.12 ~ 2016.08.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005756
7393,뮤지컬〈맘마미아!〉 - 울산,뮤지컬,160분(인터미션:20분),미취학아동입장불가,"최정원, 신영숙, 김영주, 전수경, 홍지민, 이경미, 박지연, 김금나, 남경주, 성기윤, 이현우, 정의욱, 오세준, 호산, 정철호, 유승엽, 정설웅",울산시,울산문화예술회관 대공연장,2016.07.12 ~ 2016.07.17,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005778
7394,"뮤지컬〈리멤버-독도, 그리고 이야기〉- 구리",뮤지컬,90분,미취학아동입장불가,,경기,구리아트홀 코스모스 대극장,2016.07.12 ~ 2016.07.15,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005642
7395,뮤지컬 <조지 엠 코핸 투나잇! (George M. Cohan Tonight!)>,뮤지컬,100분,미취학아동입장불가,,서울,프로젝트박스 시야,2016.07.11 ~ 2016.07.16,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007229
7396,제 1회 충무로뮤지컬영화제 - ［폐막공연＆폐막작］ 마법사(The Wiz),뮤지컬,134분,전체관람가,,서울,충무아트센터 대극장,2016.07.11 ~ 2016.07.11,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007434
7397,제 1회 충무로뮤지컬영화제 - 빌리 엘리어트 뮤지컬 라이브(Billy Elliot the Musical Live),뮤지컬,169분,전체관람가,,서울,충무아트센터 대극장,2016.07.10 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007433
7398,제 1회 충무로뮤지컬영화제 - 사운드 오브 뮤직 (The Sound of Music),뮤지컬,173분,전체관람가,,서울,충무아트센터 대극장,2016.07.10 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007432
7399,뮤지컬〈정글북〉,뮤지컬,80분,전체관람가,"장원령, 김송이",서울,유니버설아트센터,2016.07.09 ~ 2016.08.28,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005059
7400,가족뮤지컬-출동！슈퍼윙스 〈울산〉,뮤지컬,60분,전체관람가,,울산시,대학로 달달씨어터,2016.07.16 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006795
7401,가족뮤지컬 삼총사,뮤지컬,60분,24개월이상 관람가능,,서울,꿈의숲 아트센터 퍼포먼스홀,2016.07.09 ~ 2016.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006980
7402,뮤지컬 “쓰릴 미” - 목포,뮤지컬,90분,만 15세이상,"정욱진, 이상이, 강동호, 정동화",전남,목포문화예술회관 대공연장,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006716
7403,가족 뮤지컬 〈뽀로로와 노래해요〉 - 김포,뮤지컬,60분,20개월이상 관람가능,,경기,김포아트홀,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005549
7404,뮤지컬 ‘터닝메카드’ - 군포,뮤지컬,70분,24개월이상 관람가능,,경기,군포문화예술회관 수리홀,2016.07.09 ~ 2016.07.10,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005151
7405,제10회DIMF 창작지원작 뮤지컬 ‘선택’ - 대구,뮤지컬,100분,만 7세이상,,대구시,봉산문화회관 가온홀,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006583
7406,（2016 어린이율동놀이뮤지컬）호비쇼 - 수원,뮤지컬,50분,전체관람가,,경기,장안구민회관 한누리아트홀,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005955
7407,어린이 판타지 뮤지컬 ‘종이나라 앨리스’,뮤지컬,50분,24개월이상 관람가능,,서울,현대백화점 미아점 10층 문화홀,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007495
7408,어린이 판타지 뮤지컬 ‘종이나라 앨리스’ - 고양,뮤지컬,50분,24개월이상 관람가능,,경기,현대백화점 킨텍스점 9층 문화홀,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16008136
7409,우주최강 코믹 홀로그램 뮤지컬〈라바〉 - 인천,뮤지컬,60분,24개월이상 관람가능,,인천시,부평아트센터 해누리 극장,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007399
7410,가족뮤지컬-출동！ 슈퍼윙스 〈부산〉,뮤지컬,60분,전체관람가,,부산시,부산시민회관 소극장,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006540
7411,어린이가족뮤지컬 “뉴 겨울왕국” - 전주,뮤지컬,65분,24개월이상 관람가능,,전북,한국소리문화의전당 연지홀,2016.07.09 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006594
7412,제10회DIMF 특별공연_뮤지컬 ‘원이 엄마’ - 대구,뮤지컬,140분(인터미션:15분),미취학아동입장불가,"최우리, 김찬호, 김범진, 정은성",대구시,대구아양아트센터,2016.07.09 ~ 2016.07.09,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006246
7413,제 1회 충무로뮤지컬영화제 - ［이국정원］ 라이브 더빙 쇼(Love with an Alien),뮤지컬,91분,만 12세이상,이수안,서울,충무아트센터 대극장,2016.07.09 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007431
7414,가족뮤지컬 ‘프린세스 마리’ - 이천,뮤지컬,60분,24개월이상 관람가능,,경기,이천아트홀 대공연장,2016.07.09 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006773
7415,어린이 뮤지컬 캣 - 성남,뮤지컬,60분,24개월이상 관람가능,,경기,성남아트센터 앙상블시어터,2016.07.09 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006521
7416,“2016년” 특선가족뮤지컬 인어공주 - 동두천,뮤지컬,60분,전체관람가,,경기,동두천 시민회관,2016.07.09 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006518
7417,드럼 뮤지컬 ‘여행을 떠나요’,뮤지컬,80분,만 8세이상,,서울,대학로 이랑씨어터,2016.07.08 ~ 2016.08.28,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007760
7418,뮤지컬〈엉뚱발랄 콩순이 : 드래곤편〉,뮤지컬,70분,24개월이상 관람가능,한주연(한정훈),서울,소월아트홀,2016.07.08 ~ 2016.08.07,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006923
7419,제 1회 충무로뮤지컬영화제 - 청춘의 십자로 변사 공연,연극,94분,전체관람가,,서울,충무아트센터 중극장 블랙,2016.07.08 ~ 2016.07.08,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007430
7420,클래식가족뮤지컬 반짝반짝 인어공주,뮤지컬,50분,전체관람가,,서울,계명아트센터,2016.07.09 ~ 2016.08.21,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006236
7421,제 1회 충무로뮤지컬영화제 - ［개막갈라쇼＆개막작］ 아르헨티나 (Argentina),뮤지컬,178분,전체관람가,,서울,충무아트센터 대극장,2016.07.07 ~ 2016.07.07,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007428
7422,〈제 10회 DIMF 창작지원작 뮤지컬 ＇우당탕탕 열애기＇-대구〉,뮤지컬,90분,만 13세이상,,대구시,봉산문화회관 스페이스라온,2016.07.06 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006898
7423,제 1회 충무로뮤지컬영화제 - ［청춘쌍곡선］ 60주년 기념 상영 및 공연,콘서트,124분,전체관람가,,서울,충무아트센터 중극장 블랙,2016.07.06 ~ 2016.07.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007429
7424,뮤지컬 “구름빵 동요콘서트” - 구로키즈홀,뮤지컬,50분,전체관람가,,서울,구로키즈홀,2016.07.05 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007728
7425,가족뮤지컬 “넌 특별하단다” - 송파NC홀,뮤지컬,50분,24개월이상 관람가능,,서울,송파NC홀,2016.07.05 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007725
7426,가족뮤지컬 “미녀와 야수” - 강서괜찮은홀,뮤지컬,55분,24개월이상 관람가능,,서울,강서 괜찮은홀,2016.07.05 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007721
7427,가족뮤지컬 “사과가 쿵” - 분당괜찮은홀,뮤지컬,50분,전체관람가,,경기,분당 괜찮은홀,2016.07.05 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007811
7428,가족뮤지컬 “잠자는숲속의공주” - 안산NC홀,뮤지컬,50분,24개월이상 관람가능,,경기,안산NC홀,2016.07.05 ~ 2016.07.16,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007722
7429,가족뮤지컬 “인어공주” - 중계괜찮은홀,뮤지컬,50분,24개월이상 관람가능,,서울,중계 괜찮은홀,2016.07.05 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007717
7430,가족뮤지컬 “노래하는고양이 캣” - 이천NC홀,뮤지컬,55분,24개월이상 관람가능,,경기,이천NC소극장,2016.07.05 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007761
7431,뮤지컬〈키다리 아저씨〉월요쇼케이스,뮤지컬,60분,만 7세이상,"송원근, 강동호, 이지숙, 유리아",서울,신한카드 FAN(판)스퀘어 라이브홀,2016.07.04 ~ 2016.07.04,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007660
7432,“2016년” 특선가족뮤지컬 인어공주 - 충주,뮤지컬,60분,전체관람가,,충북,충주 호암예술관,2016.07.03 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006519
7433,뮤지컬〈비커밍 맘〉,뮤지컬,90분,만 5세이상,"윤소영, 하지승, 정보라, 이세원, 언희, 신재열",서울,백암아트홀,2016.07.02 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005605
7434,가족뮤지컬 “알라딘” - 강동,뮤지컬,50분,24개월이상 관람가능,,서울,강동구민회관 대강당,2016.07.02 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006774
7435,가족뮤지컬 ‘아기돼지삼형제 집짓기 프로젝트’ - 고양,뮤지컬,50분,24개월이상 관람가능,,경기,현대백화점 킨텍스점 9층 문화홀,2016.07.02 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006922
